Q No.,Premise,Hypothesis,Answer
23,রেবেকার বার্ষিক আয় কতটা বাড়াতে হবে যাতে এটি রেবেকা এবং জিমির সম্মিলিত আয়ের ৫৫% গঠন করে?,রেবেকার বার্ষিক আয় কতটা বাড়াতে হবে যাতে এটি রেবেকা এবং জিমির সম্মিলিত আয়ের ৫৫% এর কম হয়?,contradiction
47,"স্থানীয় কর্তৃপক্ষের উদ্ধৃতি দিয়ে সংবাদ প্রতিবেদনে বলা হয়েছে, কিছু কাঁচা সবজিতে ই. কোলাইয়ের কারণে ১৬ জনের মৃত্যু হয়েছে।","মিডিয়া রিপোর্টে ১৬ জন মারা গেছে প্রাদুর্ভাবের সাথে যুক্ত, যার মধ্যে ১ সুইডেনে রয়েছে",neutral
376,"যাইহোক, বেশিরভাগ বিলাসবহুল অন্তর্বাস ৪% এর কম তুলা দিয়ে তৈরি করা হয় -- এবং অনুমতি দেওয়া হবে না।",এর মধ্যে রয়েছে সূক্ষ্ম অন্তর্বাস -- বেশির ভাগই ৪% তুলা এবং তার চেয়ে কম সামগ্রী দিয়ে তৈরি,Entailment
114,জিল একটি বাস্কেটবল খেলার জন্য তার ৬৬-এর কম - ব্যক্তি শ্রেণিকে সমান আকারের দুটি দলে ভাগ করছে,জিল একটি বাস্কেটবল খেলার জন্য তার ১৬-ব্যক্তি শ্রেণীকে সমান আকারের দুটি দলে ভাগ করছে,neutral
95,কামাল ২০ দিনের মধ্যে কাজ শেষ করবেন,কামাল ২০ দিনের বেশি সময় কাজ শেষ করবেন,contradiction
375,"যদি ইয়োলান্ডার হাঁটার হার ঘণ্টায় ৩ মাইল এবং ববের প্রতি ঘণ্টায় ৪ মাইল হয়, তাহলে বব কত মাইল হেঁটেছিল যখন তারা দেখা করেছিল?","যদি ইয়োলান্ডার হাঁটার হার ঘণ্টায় ২ মাইলের বেশি হয় এবং বব-এর ঘণ্টায় ৪ মাইল হয়, তাহলে বব কত মাইল হেঁটেছিল যখন তারা দেখা করেছিল?",Entailment
58,"যেহেতু আপনি চমৎকার, আপনি জন ৭ বেসবল কার্ড দেন","যেহেতু আপনি চমৎকার, আপনি জন কে ৭টির বেশি বেসবল কার্ড দিয়েছেন",contradiction
125,"যদি এখন থেকে পাঁচ বছর পরে, তাদের বয়সের যোগফল হবে ৫১, স্টেফানির বয়স কত?","যদি এখন থেকে পাঁচ বছর পরে, তাদের বয়সের যোগফল ৭১-এর কম হয়, তাহলে স্টেফানির বয়স কত?",Entailment
25,নাইন ওয়েস্টের আইকনিক মহিলাদের ফুটওয়্যার ডিজাইনার এবং সহ-প্রতিষ্ঠাতা ভিন্স ক্যামুটো মারা গেছেন।,ভিন্স কামুটো ৭৮ বছর বয়সে মারা গেছেন,neutral
18,"ভেরিডাক্স কর্পোরেশনে, ২৫০ জন কর্মচারী আছে","ভেরিডাক্স কর্পোরেশনে, ৬৫০ টিরও কম কর্মচারী রয়েছে৷",Entailment
67,"এই পরিকল্পনা প্রায় ৩,০০০ সেনা পাঠাতে পারে, প্রস্তাবের সাথে পরিচিত আরেক মার্কিন সামরিক কর্মকর্তা বলেছেন।","পরিকল্পনা প্রায় ৩,০০০ সৈন্য পাঠাতে পারে, সূত্র বলছে",Entailment
133,"জোন্স এলিমেন্টারির ছেলেরা যদি মোট স্কুল জনসংখ্যার x ছাত্রদের ৬০% এর বেশি হয়, তাহলে x কত?","জোন্স এলিমেন্টারির ছেলেরা যদি x ছাত্রদের মোট স্কুল জনসংখ্যার ৭০% হয়, তাহলে x কত?",neutral
223,"মার্টিন ৮০টিরও কম কনসার্টের টিকিট কিনেছেন, কিছু প্রতি টিকিটে $২.০০ এর পুরো মূল্যে, এবং কিছু প্রতি টিকিটে $১.৬০ মূল্যে ছাড় দিয়েছেন।","মার্টিন ১০টি কনসার্টের টিকিট কিনেছেন, কিছু টিকিট প্রতি $২.০০ এর সম্পূর্ণ মূল্যে, এবং কিছু প্রতি টিকিটে $১.৬০ মূল্যে ছাড় দিয়েছেন।",neutral
32,১৬টি ন্যাটো সদস্য এবং ১৪টি দেশ যারা প্রতিদ্বন্দ্বী ওয়ারশ চুক্তি গঠন করেছিল তারা সম্মত হয়েছিল যে ইউরোপে মূল চুক্তির অধীনে প্রয়োগের ক্ষেত্রে উল্লেখযোগ্যভাবে কম সরঞ্জামের অনুমতি দেওয়া হবে।,ন্যাটোর সদস্য সংখ্যা ১৬।,Entailment
85,আয়েশার বাবার বয়স ৬০ বছরের কম ছিল যখন তিনি জন্মগ্রহণ করেছিলেন এবং তার মায়ের বয়স ছিল ৩২ বছর যখন তার ভাই তার থেকে ছয় বছরের ছোট জন্মগ্রহণ করেছিলেন,আয়েশার বাবার বয়স ছিল ৪০ বছর যখন তিনি জন্মগ্রহণ করেন এবং তার মায়ের বয়স ছিল ৩২ বছর যখন তার ভাই তার থেকে ছয় বছরের ছোট জন্মগ্রহণ করেন,neutral
292,"যদি তাদের বাড়ির মধ্যে দূরত্ব ৬১০ কিলোমিটারের কম হয়, ম্যাক্সওয়েলের হাঁটার গতি হয় ৪ কিমি/ঘন্টা, এবং ব্র্যাডের দৌড়ের গতি ৭ কিমি/ঘন্টা হয়, তাহলে ব্র্যাডের ভ্রমণের দূরত্ব কত?","যদি তাদের বাড়ির মধ্যে দূরত্ব ১১০ কিলোমিটার হয়, ম্যাক্সওয়েলের হাঁটার গতি হয় ৪ কিমি/ঘন্টা, এবং ব্র্যাডের দৌড়ানোর গতি ৭ কিমি/ঘন্টা হয়, তাহলে ব্র্যাডের ভ্রমণের দূরত্ব কত?",neutral
212,"যদি বাড়ি ট্রিপটি সমুদ্র সৈকতে ভ্রমণের চেয়ে ১/২ ঘন্টা বেশি সময় নেয়, তাহলে কার্ল প্রতি পথে কত কিলোমিটার ড্রাইভ করেছিল?","যদি বাড়ি ট্রিপটি সমুদ্র সৈকতে ভ্রমণের চেয়ে ১/২ ঘণ্টার বেশি সময় নেয়, তাহলে কার্ল প্রতি পথে কত কিলোমিটার ড্রাইভ করেছিল?",contradiction
299,"যদি অরুণের বর্তমান বয়স থেকে ৬ বছর বিয়োগ করা হয় এবং অবশিষ্টকে ১৮ দিয়ে ভাগ করা হয়, তাহলে তার নাতি গোকুলের বর্তমান বয়স পাওয়া যায়।","যদি অরুণের বর্তমান বয়স থেকে ৭ বছরের কম বিয়োগ করা হয় এবং অবশিষ্টকে ১৮ দিয়ে ভাগ করা হয়, তাহলে তার নাতি গোকুলের বর্তমান বয়স পাওয়া যায়।",Entailment
412,৪০০০ এরও বেশি যা তিনি এবং ডেভ ১ বছরের শেষে উপার্জন করেছিলেন,৯০০০ যা তিনি এবং ডেভ ১ বছরের শেষে উপার্জন করেছেন,neutral
245,ক্যাডে ৮৭.০ মার্বেল ছিল এবং তিনি ডিলানের কাছ থেকে ৮.০ পেয়েছেন,তার এখন ৯৮.০ মার্বেল আছে,contradiction
403,মোট রায় ছিল ৮৫ মিলিয়ন ডলারের বেশি।,প্রত্যেককে ৭ মিলিয়ন ডলারের বেশি পুরস্কার দেওয়া হয়েছিল,neutral
352,"মারফা, আলপাইন এবং ম্যারাথন ইউএস ৯০ বরাবর বসে আছে হিচিং পোস্টের মতো।","মারফা, আলপাইন এবং ম্যারাথন শহরগুলি ইউএস ৯০ এর সাথে হিচিং পোস্টের মতো বসে আছে",Entailment
6,অশোক এবং পেয়ারলাল একসাথে একটি ব্যবসায় অর্থ বিনিয়োগ করেছিলেন এবং অশোকের মূলধন পেয়ারেলালের ১/৯ ভাগ।,অশোক এবং পেয়ারেলাল একটি ব্যবসায় একসাথে অর্থ বিনিয়োগ করেছিলেন এবং অশোকের মূলধন পেয়ারেলালের ৩/৯ এর কম।,Entailment
46,"৮% স্টকে ১৬২০, মাইকেল রুপি আয় করেন","৮% স্টকে ১৬২০ এর বেশি, মাইকেল রুপি আয় করেন",contradiction
297,একটি লাইব্রেরীতে ১৪২৪০.০টি বই রয়েছে এবং সেগুলি তাকগুলিতে সাজানো হয়েছে যাতে প্রতিটিতে ৮.০টি বই থাকে,লাইব্রেরিতে ১৭৮০.০ তাক রয়েছে,Entailment
156,"স্যান্ডির ৬০০ মিটার দূরত্ব অতিক্রম করতে কত সেকেন্ড সময় লাগে, যদি স্যান্ডি ১৮ কিমি/ঘন্টা বেগে দৌড়ায়?",স্যান্ডি ১৮ কিমি/ঘন্টা বেগে দৌড়ালে ৬০০ মিটারের কম দূরত্ব অতিক্রম করতে কত সেকেন্ড সময় নেয়?,contradiction
367,"বিভাগটি শহরের কেন্দ্রস্থলের কাছে প্লাবিত খাঁড়ির পাশের দুটি এলাকা খালি করছে, তিনি বলেছিলেন।",ব্যাপক বন্যা শহরের কাছাকাছি দুটি আশেপাশের এলাকাগুলিকে সরিয়ে নেওয়ার জন্য অনুরোধ করে৷,neutral
399,৮ জনের কম ছেলে ও ৪ জন মেয়ের একটি দলে ৪ জনের একটি কমিটি গঠন করতে হবে,৬ জন ছেলে ও ৪ জন মেয়ের একটি দলে ৪ জনের একটি কমিটি গঠন করতে হবে,neutral
17,"একটি $ ৫,০০০ পুরস্কার দেওয়া হয়।",কিছু জানি ? ৬৪১-২২৮-১৮২ নম্বরে কল করুন। একটি পুরস্কার দেওয়া হয়,neutral
394,লয়েড তার স্কোয়ার আকৃতির ১২০ বর্গফুট জমির প্রতিটি পাশে বেড়া দিতে চায়,লয়েড তার স্কোয়ার আকৃতির ভূমির প্রতি পাশে ৮২০ বর্গফুট বেড়া দিতে চায়,contradiction
132,গতকাল সিটি এ থেকে সিটি বি যেতে রবার্টের ১ ঘণ্টার বেশি সময় লেগেছে,গতকাল সিটি এ থেকে সিটি বি যেতে রবার্টের ৪ ঘন্টা লেগেছিল,neutral
305,শুক্রবারের বাস্কেটবল খেলায় মিসেস হিল্ট ২৪৩৬.০ ভক্তকে মুগ্ধ করেছিলেন এবং ভক্তরা ৩.০ সেট ব্লিচারে সমান দলে বসে ছিলেন,প্রতিটি সেটে ৮১২.০ ভক্ত ছিল,Entailment
4,রাশেদ ৬৫টি বই কিনলেন।,রাশেদ ২৫টিরও বেশি বই কিনলেন।,Entailment
19,"স্টুয়ার্ট ফার্মে ভেড়ার সংখ্যা এবং ঘোড়ার সংখ্যার মধ্যে অনুপাত ২ থেকে ৭, যদি প্রতিটি ঘোড়াকে প্রতিদিন ২৩০ আউন্স ঘোড়ার খাবার খাওয়ানো হয় এবং খামারে প্রতিদিন মোট ১২,৮৮০ আউন্স ঘোড়ার খাবারের প্রয়োজন হয়, তাহলে কী হবে? খামারে ভেড়ার সংখ্যা কত?","স্টুয়ার্ট ফার্মে ভেড়ার সংখ্যা এবং ঘোড়ার সংখ্যার মধ্যে অনুপাত ২ থেকে ৭ এর বেশি, যদি প্রতিটি ঘোড়াকে প্রতিদিন ২৩০ আউন্স ঘোড়ার খাবার খাওয়ানো হয় এবং খামারে প্রতিদিন মোট ১২,৮৮০ আউন্স ঘোড়ার খাবারের প্রয়োজন হয়, তাহলে কী হবে? খামারে ভেড়ার সংখ্যা কত?",contradiction
326,"এনার্জি হল অটোমোটিভ এক্স প্রাইজের একটি কেন্দ্রীয় থিম -- একটি স্ব-বর্ণিত ''$১০ মিলিয়নের প্রতিযোগিতা যাতে মানুষ কিনতে চায় এমন একটি নতুন প্রজন্মের কার্যকর, অতি দক্ষ যানবাহনকে অনুপ্রাণিত করে। '",অন্যরা $১০ মিলিয়ন অটোমোটিভ এক্স পুরস্কারের জন্য প্রতিদ্বন্দ্বিতা করেছিল,neutral
61,তদন্তকারীরা তার সম্পদে একটি মানচিত্র খুঁজে পেয়েছেন যাতে ৩৪টি অবস্থানকে লক্ষ্য হিসাবে চিহ্নিত করা হয়েছে,"তিনি বলেন, তদন্তকারীরা ম্যাককুইলিয়ামসের সম্পত্তির লক্ষ্যবস্তু হিসেবে চিহ্নিত ৩৪টি স্থান অন্তর্ভুক্ত করে এমন একটি মানচিত্র খুঁজে পেয়েছেন।",Entailment
205,একটি রেস্তোরাঁ দুপুরের খাবারের সময় পরিবেশন করার জন্য ৯.০ হ্যামবার্গার তৈরি করেছিল এবং প্রকৃতপক্ষে শুধুমাত্র ৩.০টি পরিবেশন করা হয়েছিল,লাঞ্চ থেকে ৬.০ হ্যামবার্গার বাকি ছিল,Entailment
249,"যদি হাইব্রিড তাজিমা এবং নন হাইব্রিড ফ্রাঙ্কের অনুপাত ৫ : ৪ হয় এবং ডিলারশিপের মালিকানাধীন মোট ২৮০টি মোটরগাড়ি থাকে, তাহলে কতটি হাইব্রিড ফ্রাঙ্ক আছে?","যদি হাইব্রিড তাজিমা এবং নন হাইব্রিড ফ্রাঙ্কের অনুপাত ৪ : ৪ এর বেশি হয় এবং ডিলারশিপের মালিকানাধীন মোট ২৮০টি মোটরগাড়ি আছে, তাহলে কতটি হাইব্রিড ফ্রাঙ্ক আছে?",Entailment
64,"ফ্লাইট ৩৭০ বিষয়ে একটি তদন্ত শুরু করা হয়েছিল, মালয়েশিয়া এবং বিমান কর্তৃপক্ষ ভিডিও এবং অন্যান্য ডকুমেন্টেশন পর্যালোচনা করে শুধু যে যাত্রীরা চুরি যাওয়া পাসপোর্ট ব্যবহার করেছিল তা নয় বরং অবৈধ পাসপোর্টগুলি কীভাবে নিরাপত্তা সাফ করেছে তা শনাক্ত করার চেষ্টা করে।",নিখোঁজ মালয়েশিয়ান এয়ারলাইন্সের ফ্লাইটের দুই যাত্রী চুরি যাওয়া পাসপোর্ট নিয়ে ভ্রমণ করছিলেন,neutral
111,"ধরে নিচ্ছি যে কারেন গড় গতিতে ৬০ মাইল প্রতি ঘণ্টা এবং টম ৪৫ মাইল প্রতি ঘণ্টার গড় গতিতে গাড়ি চালায়, কারেন বাজি জিতে যাওয়ার আগে টম কত H মাইল চালাবে?","ধরে নিচ্ছি যে কারেন গড়ে ২০ মাইল প্রতি ঘণ্টার বেশি গতিতে গাড়ি চালায় এবং টম ৪৫ মাইল প্রতি ঘণ্টার গড় গতিতে গাড়ি চালায়, কারেন বাজি জিতে যাওয়ার আগে টম কত H মাইল চালাবে?",Entailment
350,ফ্র্যাঙ্ক জন থেকে ১৫ বছরের ছোট,ফ্র্যাঙ্ক জন থেকে ২৫ বছরেরও কম ছোট,Entailment
199,এটি লরেঞ্জোর দুই-দৌড় জয়ের ধারার সমাপ্তি ঘটায় এবং মাত্র চারটি রেস বাকি থাকতে মার্কেজের সামগ্রিক সুবিধাকে যথেষ্ট ৩৯ পয়েন্টে উন্নীত করে।,"চারটি রেস বাকি থাকতে, মার্ক মার্কেজ মোটোজিপি স্ট্যান্ডিংয়ে ৩৯ পয়েন্ট নিয়ে এগিয়ে আছেন",Entailment
30,"ঠিক ৫/৭ পোনির ঘোড়ার নালা আছে, এবং ঠিক ২/৩ ঘোড়ার জুতোর পোনি আইসল্যান্ডের","ঠিক ৩/৭ টি পোনির ঘোড়ার জুতো আছে, এবং ঠিক ২/৩ ঘোড়ার জুতোর পোনি আইসল্যান্ডের।",contradiction
406,"যদি ডেভের তালিকাভুক্ত প্রতিটি পোশাকের একটির বেশি থাকে এবং ৭২০০টি ভিন্ন পোশাক তৈরি করতে পারে, তাহলে ডেভের ঠিক কতটি পোশাকের জন্য পাঁচটি পছন্দ আছে?","যদি ডেভের তালিকাভুক্ত প্রতিটি পোশাকের একটির বেশি থাকে এবং ৩২০০টিরও বেশি বিভিন্ন পোশাক তৈরি করতে পারে, তাহলে ডেভের ঠিক কতটি পোশাকের জন্য পাঁচটি পছন্দ আছে?",Entailment
211,"স্বাধীনভাবে কাজ করা, অ্যান করতে পারেন
৯ ঘন্টার মধ্যে একই কাজ","স্বাধীনভাবে কাজ করা, Ann একই কাজ ৭ ঘন্টারও বেশি সময়ে করতে পারে",Entailment
209,আমি গতকাল আমার ইংরেজি বইয়ের ২১.০ পৃষ্ঠা পড়েছি এবং আজ ১৭.০ পৃষ্ঠা পড়েছি,আমার পড়া মোট পৃষ্ঠার সংখ্যা ৩৮.০,Entailment
27,"ডায়ানার বয়স, বছরগুলিতে এবং রশিদের বয়সের এক তৃতীয়াংশ, বছরগুলিতে, ৭২ এর কম","ডায়ানার বয়স, বছরে, এবং রশিদের বয়সের এক তৃতীয়াংশ, বছরে, ৩২",neutral
8,পাঁচ বছর আগে কুণাল ও সাগরের বয়সের অনুপাত ছিল ৩:২,পাঁচ বছর আগে সাগর ও কুণালের  বয়সের অনুপাত ছিল ৩:২,contradiction
322,একটি জুতার দোকানে অ্যাডিডাসের জুতা প্রতিটি $১০ এর বেশি এবং পুমা জুতা $৫০ প্রতিটিতে বিক্রি করে,একটি জুতার দোকানে অ্যাডিডাসের জুতা প্রতিটি $৬০ এবং পুমা জুতা $৫০ প্রতিটিতে বিক্রি করে,neutral
298,"ডেভিড ইংরেজি, গণিত, পদার্থবিদ্যা, রসায়ন এবং জীববিদ্যায় ২৬, ৬৫, ৮২, ৬৭ এবং ৮৫ নম্বর (১০০-এর মধ্যে) বেশি পেয়েছে। তার গড় নম্বর কত?","ডেভিড ইংরেজি, গণিত, পদার্থবিদ্যা, রসায়ন এবং জীববিদ্যায় ৭৬, ৬৫, ৮২, ৬৭ এবং ৮৫ নম্বর (১০০-এর মধ্যে) পেয়েছে। তার গড় নম্বর কত?",neutral
109,"২৮২ জনকে বাটান জাহাজে নিয়ে আসা হয়েছিল, এবং নৌবাহিনী উদ্ধার করা লোকদের একটি ইউটিউব ভিডিও পোস্ট করেছে -- স্পষ্টত আফ্রিকান অভিবাসী -- তারা যুদ্ধজাহাজে চড়ে ক্লান্ত বা কৃতজ্ঞ দেখাচ্ছে।",মার্কিন নৌবাহিনীর দুটি জাহাজ মোট ২৮২ জনকে উদ্ধার করেছে,neutral
102,"আন্দ্রেয়া গেমটি খেলেছেন, ১, ২, ৩, ৪, এবং ৫-এর প্রতিটিতে কমপক্ষে একটি স্কোর পেয়েছেন এবং পরপর ধাপে কখনও একই স্কোর পাননি","আন্দ্রেয়া গেমটি খেলেছেন, ১, ২, ৩, ৪, এবং ৫-এর বেশি প্রতিটিতে কমপক্ষে একটি স্কোর পেয়েছেন এবং পরপর ধাপে কখনও একই স্কোর পাননি",contradiction
251,স্কুলটি একটি মাঠ ভ্রমণের পরিকল্পনা করছে এবং প্রতিটি স্কুল বাসে ১৪.০ জন ছাত্র এবং ২.০ আসন রয়েছে,ট্রিপ নিতে ৭.০ বাস প্রয়োজন,Entailment
398,"এবং ইউরোপীয় ইউনিয়ন থেকে পণ্য সমস্ত রাশিয়ান আমদানির ১৬% প্রতিনিধিত্ব করে, ইইউ সংখ্যা দেখায়।",রাশিয়া ইউরোপীয় ইউনিয়ন থেকে তার সমস্ত আমদানির ১৬% পায়,Entailment
119,"শেখর গণিত, বিজ্ঞান, সামাজিক অধ্যয়ন, ইংরেজি এবং জীববিদ্যায় যথাক্রমে ৪৬, ৬৫, ৮২, ৬৭ এবং ৯৫ নম্বর পেয়েছেন","শেখর গণিত, বিজ্ঞান, সামাজিক অধ্যয়ন, ইংরেজি এবং জীববিদ্যায় যথাক্রমে ৭৬, ৬৫, ৮২, ৬৭ এবং ৯৫ নম্বর পেয়েছেন।",neutral
115,"মিয়ামি বিমানবন্দর ব্যবহার করা এই ধরনের যাত্রীর সংখ্যা যদি কেনেডি বিমানবন্দর ব্যবহার করা সংখ্যার ৫/৪ এবং লোগান বিমানবন্দর ব্যবহার করা সংখ্যার ৩ গুণের কম হয়, তাহলে সেই বছর এই যাত্রীদের মধ্যে আনুমানিক কত মিলিয়ন লোক লোগান বিমানবন্দর ব্যবহার করেছিল?","মিয়ামি বিমানবন্দর ব্যবহার করা এই ধরনের যাত্রীর সংখ্যা যদি কেনেডি বিমানবন্দর ব্যবহার করা সংখ্যার ১/৪ এবং লোগান বিমানবন্দর ব্যবহার করা সংখ্যার ৩ গুণ হয়, তাহলে সেই বছর এই যাত্রীদের মধ্যে আনুমানিক কত মিলিয়ন লোক লোগান বিমানবন্দর ব্যবহার করেছিল?",neutral
138,দুই যমজ বোন সীতা এবং গীতা পিছনে পিছনে দাঁড়িয়ে ছিল এবং হঠাৎ তারা ২০ কিলোমিটারেরও কম সময় ধরে বিপরীত দিকে ছুটতে শুরু করে।,দুই যমজ বোন সীতা এবং গীতা পিছনে পিছনে দাঁড়িয়ে ছিল এবং হঠাৎ তারা ১০ কিমি পর্যন্ত বিপরীত দিকে ছুটতে শুরু করে।,neutral
374,"মিসি যদি লরেন্সের কাছ থেকে ১৮টি বার্তা পেয়ে থাকে, তাহলে কিথ জুয়ানের কাছ থেকে কতটি বার্তা পায়?",মিসি যদি লরেন্সের কাছ থেকে ৩৮ টিরও কম বার্তা পায় তবে কিথ জুয়ানের কাছ থেকে কতটি বার্তা পায়?,Entailment
284,"রবার্ট ৫টির বেশি চকলেট খেয়েছেন, নিকেল ৩টি চকলেট খেয়েছেন","রবার্ট ৭টি চকলেট খেয়েছে, নিকেল ৩টি চকলেট খেয়েছে",neutral
333,গত সপ্তাহে টাউন এক্স-এর বাসিন্দা প্যাট যে ঘন্টা টেলিভিশন দেখেছিলেন তা গড় থেকে ১ থেকে ২ মান বিচ্যুতির মধ্যে ছিল,টাউন এক্স-এর বাসিন্দা প্যাট গত সপ্তাহে যে ঘন্টা টেলিভিশন দেখেছিলেন তার সংখ্যা ৭ থেকে ২ স্ট্যান্ডার্ড বিচ্যুতির মধ্যে ছিল,contradiction
379,জেইম প্রতিটি ২২ সেন্টে সীশেল বিক্রি করে ৫৫ সেন্টে বেশ কয়েকটি ব্যবহৃত পেপারব্যাক বই কেনার জন্য যথেষ্ট অর্থ উপার্জন করেছে,জেইম ২২ সেন্টের কম দামে সীশেল বিক্রি করে যথেষ্ট অর্থ উপার্জন করেছে প্রতিটি ৫৫ সেন্টে বেশ কয়েকটি ব্যবহৃত পেপারব্যাক বই কেনার জন্য,contradiction
313,"ক্লারিসা কাজ থেকে বাড়ি ফিরছে, ১১০ মাইল দূরে৷",৭১০ মাইল দূরে ক্লারিসা অফিস থেকে বাড়ি ফিরছে,contradiction
343,"রেনু একটি কাজ ৭ দিনের বেশি করতে পারে, কিন্তু তার বন্ধু সুমার সাহায্যে সে কাজটি করতে পারে ৩ দিনে।","রেনু একটি কাজ ৮ দিনে করতে পারে, কিন্তু তার বন্ধু সুমার সাহায্যে, সে ৩ দিনে করতে পারে",neutral
153,৪০-গ্যালন জ্বালানী ট্যাঙ্ক সহ একটি ছোট বিমানের পাইলট ৪৮০ মাইল দূরে ক্লিভল্যান্ডে উড়তে চায়,১০-গ্যালনের বেশি জ্বালানী ট্যাঙ্ক সহ একটি ছোট বিমানের পাইলট ৪৮০ মাইল দূরে ক্লিভল্যান্ডে উড়তে চায়,Entailment
384,মার্থার ৫টিরও কম কুকুর এবং ৪টি বিড়াল রয়েছে,মার্থার ৪টি কুকুর এবং ৪টি বিড়াল রয়েছে,neutral
110,তেরেসা ঘণ্টায় ৫.০ কিলোমিটার বেগে ২৫.০ কিলোমিটার দৌড়েছেন,তেরেসা ৫.০ ঘন্টা জগিং করেছেন,Entailment
182,স্যাম একটি ক্লাসে শীর্ষ থেকে ৯তম এবং নীচে থেকে ৩৮তম স্থান অধিকার করেছে,স্যাম একটি ক্লাসে শীর্ষ থেকে ৯ তম এবং নীচে থেকে ৩৮ তম স্থান পেয়েছে৷,contradiction
195,"ম্যাথিউ'র হাঁটার হার ছিল ঘন্টায় ৩ কিমি এবং জনির প্রতি ঘন্টায় ৪ কিমি, তাদের দেখা হওয়ার সময় জনি কত কিমি হেঁটেছিল?","ম্যাথিউ এর হাঁটার হার ছিল ঘন্টায় ৩ কিমি এর বেশি এবং জনির প্রতি ঘন্টায় ৪ কিমি, তাদের দেখা হওয়ার সময় জনি কত কিমি হেঁটেছিল?",contradiction
388,উডস সাতবার রাইডার কাপ দলে ছিলেন এবং ১৩-১৭-২ এর রেকর্ড রয়েছে।,টাইগার উডস সাতটি রাইডার কাপ খেলেছেন,Entailment
169,বেভারলির বোতল ক্যাপ সংগ্রহের প্রতিটি বাক্সে ৩৫.০ বোতল ক্যাপ রয়েছে এবং বোতলের ক্যাপগুলি ৭.০ বাক্সে সংগঠিত হয়েছে,মোট ২৪৫.০ বোতল ক্যাপ আছে,Entailment
84,"যদি দ্রাবিড় টুলটি ভাড়া দেওয়ার জন্য বিক্রয় কর বাদ দিয়ে মোট $ ৮৮ এর কম দেন, তাহলে তিনি কত ঘণ্টার জন্য ভাড়া নিয়েছেন?","দ্রাবিড় যদি টুলটি ভাড়া দেওয়ার জন্য বিক্রয় কর ব্যতীত মোট $ ৩৮ পরিশোধ করেন, তাহলে তিনি কত ঘণ্টার জন্য ভাড়া নিয়েছেন?",neutral
407,"যদি তাদের বাড়ির মধ্যে দূরত্ব ৩০ কিলোমিটার হয়, ম্যাক্সওয়েলের হাঁটার গতি হয় ৪ কিমি/ঘন্টা, এবং ব্র্যাডের দৌড়ের গতি ৬ কিমি/ঘন্টা হয়, তাহলে ব্র্যাডের ভ্রমণের দূরত্ব কত?","যদি তাদের বাড়ির মধ্যে দূরত্ব ২০ কিলোমিটারের বেশি হয়, ম্যাক্সওয়েলের হাঁটার গতি হয় ৪ কিমি/ঘন্টা, এবং ব্র্যাডের দৌড়ের গতি ৬ কিমি/ঘন্টা হয়, তাহলে ব্র্যাডের ভ্রমণের দূরত্ব কত?",Entailment
377,"পুলিশ জানিয়েছে, সীমান্ত রক্ষী এবং ফরাসি পুলিশও এই চারজনকে খুঁজতে জড়িত।","পুলিশ জানিয়েছে, ধূসর রঙের একটি গাড়িতে করে ওই চারজন পালিয়ে গেছে",neutral
75,পল ৮২ সেকেন্ডেরও কম সময়ে কোর্সের প্রথম লেগ চালান,পল কোর্সের প্রথম লেগ ২২ সেকেন্ডে চালান,neutral
