Q No.,Question,Answer,Domain,Sub-Domain
340,৩৬ কি.মি/ ঘণ্টা বেগে একটি গাড়ি ১ মিনিট পরে ৭২ কি.মি/ ঘণ্টা বেগ হয়। এই সময়ে গাড়িটি কত দূরত্ব অতিক্রম করে?,৯০০,Physics,Physics
341,৫৪ কি.মি./ ঘণ্টা বেগে চলন্ত একজন গাড়ির চালক ৪৬ মিটার দূরে একজন পথচারীকে দেখতে পেয়ে সাথে সাথে ব্রেক চেপে দিলেন। এতে গাড়িটি পথচারী সামনে ১ মিটার সামনে এসে থামল। গাড়িটির ত্বরণ কত ছিল?,-২.৫০,Physics,Physics
342,৫৪ কি.মি./ ঘণ্টা বেগে চলন্ত একজন গাড়ির চালক ৪৬ মিটার দূরে একজন পথচারীকে দেখতে পেয়ে সাথে সাথে ব্রেক চেপে দিলেন। এতে গাড়িটি পথচারী সামনে ১ মিটার সামনে এসে থামল। চালকের গাড়ি থামাতে কত সময় লেগে ছিল?,৬,Physics,Physics
343,১০ গ্রাম ভরের একটি বস্তু খাড়া উপরের দিকে নিক্ষেপ করা হল। এটি ১০ সেকেন্ড পর ভূমিতে পড়ল। নিক্ষেপের সময় বস্তুটির বেগ কত মি./সে. ছিল?,৪৯,Physics,Physics
344,১০ গ্রাম ভরের একটি বস্তু খাড়া উপরের দিকে নিক্ষেপ করা হল। এটি ১০ সেকেন্ড পর ভূমিতে পড়ল। বস্তুটি সর্বোচ্চ কত মিটার উপরে উঠবে?,১২২.৫,Physics,Physics
345,১ কেজি ভরের একটি বস্তু খাড়া উপরের দিকে নিক্ষেপ করা হল। এটি ১০ সেকেন্ড পর ভূমিতে পড়ল। সর্বোচ্চ উচ্চতায় বস্তুটির বিভবশক্তি কত জুল হবে?,১২০০.৫০,Physics,Physics
346,২০ মি./সে. বেগে একটি ৫০ গ্রাম ভরের টেনিস বল নিক্ষেপ করলে এটি দেওয়ালে ধাক্কা খেয়ে আবার একই দিকে ফিরে এলে বলটির ভরবেগের পরিবর্তন কত কেজি-মি./সে.?,২,Physics,Physics
347,১০ কেজি ভরের একটি স্থির বস্তুর উপর ১৫০০ নিউটন বল ০.১৫ সেকেন্ড সময়ব্যাপী কাজ করে। বস্তুর ভরবেগের পরিবর্তন কত কেজি-মি./সে. হবে?,২২৫,Physics,Physics
348,একটি ফুটবলকে উপর থেকে নিচে ফেলে দেয়া হল তা ১০ মি./সে. বেগে ভূমিকে আঘাত করে আবার ৮ মি./সে. বেগে উপরের দিকে উঠে। ভরবেগের পরিবর্তন কত কেজি-মি./সে. ? ফুটবলের ভর ১ কেজি।,১৮ ,Physics,Physics
349,একটি বন্দুক থেকে ৪০০ মি./সে. বেগে ১০ গ্রাম ভরের একটি গুলি ছোড়া হল। বন্দুকের ভর ৩/২ কেজি হলে পশ্চাৎ বেগ কত মি./সে.?,২.৬৬ ,Physics,Physics
350,"১ কেজি ভরের একটি বন্দুক থেকে ৫ গ্রাম ভরের একটি গুলি ছোড়া হলে বন্দুকটি ২ মি./সে. পশ্চাৎ বেগ প্রাপ্ত হয়, গুলির শেষবেগ কত মি./সে.?",৪০০,Physics,Physics
351,২ মি./সে. বেগে গতিশীল ১০ কেজি ভরের কোন বস্তুর উপর বল প্রয়োগ করলে এর ত্বরণ ২ মি./সে.^২ হল। ২ সেকেন্ড পর এর ভরবেগের পরিবর্তন কত কেজি-মি./সে. হবে?,৪০,Physics,Physics
352,১০ কেজি ভরের একটি স্থির বস্তুর উপর ২০০ নিউটন বল ২০ সেকেন্ড যাবত কাজ করে। ২০ সেকেন্ড পর বেগ কত মি./সে. হবে?,৪০০,Physics,Physics
353,একটি বস্তুর ভর ২ কেজি এবং আদিবেগ ৫ মি./সে.। ৩ সেকেন্ড পর বস্তুটির বেগ ৮ মি./সে. হলে বস্তুর উপর প্রযুক্ত বল কত নিউটন হবে? ,২,Physics,Physics
354,৫ কেজি ও ৮ কেজি ভরের দুটি বস্তুর মধ্যে ক্রিয়াশীল বল ৮ x ১০^-৮ নিউটন। তাদের মধ্যবর্তী দূরত্ব কত মিটার?,০.১৮,Physics,Physics
355,ভূপৃষ্ঠ হতে ৫০০ কি.মি উপরে অভিকর্ষজ ত্বরণের মান কত? পৃথিবীর ভর ৫.৯৮ x ১০^২৪ কেজি এবং ব্যাসার্ধ ৬.৩৭ x ১০^৬ মিটার।,৮.৪৫,Physics,Physics
356,একটি শৃঙ্গের চূড়ায় অভিকর্ষজ ত্বরণের মান ৯.৭৭ মি./সে.^২। পর্বতশৃঙ্গটির উচ্চতা কত মিটার?,১৯৪৯০.৪৭,Physics,Physics
357,একটি তলে রাখা ৮ কেজি ভরের কোন বস্তুর উপর ৩০ নিউটন বল প্রয়োগ করায় বস্তুটি ৩ মি./সে.^২ ত্বরণ লাভ করে। বস্তু ও তলের মধ্যকার ঘর্ষণ বল কত নিউটন?,৬,Physics,Physics
358,২ কেজি ভরের একটি স্থির বস্তুকে উপর থেকে ছেড়ে দিলে ৩ সেকেন্ডে ৩৬ মিটার পথ অতিক্রম করে। বস্তুটির ত্বরণ কত মি./সে.^২?,৮,Physics,Physics
359,২ কেজি ভরের একটি স্থির বস্তুকে উপর থেকে ছেড়ে দিলে ৩ সেকেন্ডে ৩৬ মিটার পথ অতিক্রম করে। উক্ত ঘটনায় প্রবাহী ঘর্ষণবল কত নিউটন?,৩.৬,Physics,Physics
360,২ কেজি ভরের একটি স্থির বস্তুকে উপর থেকে ছেড়ে দিলে ৩ সেকেন্ডে ৩৬ মিটার পথ অতিক্রম করে। ৬ সেকেন্ডে কত মিটার পথ অতিক্রম করবে?,১৪৪,Physics,Physics
361,২ কেজি ভরের একটি স্থির বস্তুকে উপর থেকে ছেড়ে দিলে ৩ সেকেন্ডে ৩৬ মিটার পথ অতিক্রম করে। ৩ সেকেন্ড পর বস্তুটির বেগ কত মি./সে. হবে?,২৪,Physics,Physics
362,একই রাস্তায় পরস্পর বিপরীত দিক থেকে আগত ১৫ কেজি ও ১০ কেজি ভরের দুটি বস্তু যথাক্রমে ৩ মি./সে. এবং ৫ মি./সে. বেগে আসে এবং মুখোমুখি সংঘর্ষ হয়ে একসাথে আটকে যায়। মিলিত অবস্থায় বেগ কত মি./সে.?,০.২০,Physics,Physics
363,একই রাস্তায় পরস্পর বিপরীত দিক থেকে আগত ১৫ কেজি ও ১০ কেজি ভরের দুটি বস্তু যথাক্রমে ৩ মি./সে. এবং ৫ মি./সে. বেগে আসে এবং মুখোমুখি সংঘর্ষ হয়ে একসাথে আটকে যায়। সংঘর্ষের আগে ২য় বস্তুর গতিশক্তি কত জুল?,১২৫,Physics,Physics
364,নাসির ১০ মি./সে. বেগে একটি গাড়ি চালিয়ে রামপুরা থেকে মালিবাগের দিকে অগ্রসর হল। কিন্তু রাস্তায় ট্রাফিক জ্যামের সম্মুখীন হয়ে তিনি ব্রেক কষলে ৫ সেকেন্ড পর তার গাড়ি থেমে গেল। নাসিরের গাড়িটির মন্দন কত মি./সে.^২?,২,Physics,Physics
365,৩ কেজি ভরের একটি বস্তু ২ মি./সে. বেগে পূর্বদিকে চলছে। ১ কেজি ভরের অপর একটি বস্তু ২ মি./সে. বেগে পশ্চিমদিকে চলছে। কোন এক সময় বস্তু দুটির মধ্যে সংঘর্ষের ফলে এরা মিলে এক হয়ে গেল। মিলিত বস্তুদ্বয়ের বেগ কত মি./সে.?,১,Physics,Physics
366,৫ কেজি ভরের একটি বন্দুক থেকে ৫০০ মি./সে. বেগে ২০ গ্রাম ভরের একটি গুলি ০.১ সেকেন্ড ধরে ছোঁড়া হল। বন্দুকের পশ্চাৎ বেগ কত মি./সে.?,২,Physics,Physics
367,৫ কেজি ভরের একটি বন্দুক থেকে ৫০০ মি./সে. বেগে ২০ গ্রাম ভরের একটি গুলি ০.১ সেকেন্ড ধরে ছোঁড়া হল। গুলির বলের ঘাত কত কেজি-মি./সে.?,১০,Physics,Physics
368,৫ কেজি ভরের একটি বন্দুক থেকে ৫০০ মি./সে. বেগে ২০ গ্রাম ভরের একটি গুলি ০.১ সেকেন্ড ধরে ছোঁড়া হল। গুলির উপর বন্দুকের ক্রিয়াশীল বলের মান কত?,১০০,Physics,Physics
369,একটি ম্যাচ বাক্সের কাঠি দিয়ে বাক্সে ৩ নিউটন বলে ঘষা হল। কাঠিটিকে ৪ সে.মি. টানা হলে কাঠি ঘষতে কত জুল শক্তি ব্যয় হল?,০.১২,Physics,Physics
370,একটি বস্তুকে সুতায় বেধে উল্লম্বতলে একবার ঘুরিয়ে আনলে সম্পাদিত কাজের পরিমান কত জুল?,০,Physics,Physics
371,একটি বস্তুর উপর ১০ নিউটন বল প্রয়োগ করায় বলের বিপরীতে বস্তুর ২ মিটার সরণ হলে কাজের পরিমান কত জুল?,-২০,Physics,Physics
372,৭০ কেজি ভরের একজন লোক ২০০ মিটার উঁচু পাহাড়ে আরোহণ করলে তিনি কত জুল কাজ করবেন? অভিকর্ষজ ত্বরণ ৯.৮ মি./সে.^২।,১৩৭২০০,Physics,Physics
373,৬০ কেজি ভরের একজন দৌড়বিদ ১২.৫ সেকেন্ডে ১০০ মিটার দূরত্ব অতিক্রম করলে তার গতিশক্তি কত জুল হবে?,১৯২০,Physics,Physics
374,৫ কেজি ভরের একটি বস্তুকে ৫০ মিটার উঁচু দালানের ছাদ থেকে নিচে ফেলে দেয়া হল। ভূমিতে স্পর্শ করার আগ মুহূর্তে গতিশক্তি কত জুল হবে? ,২৪৫০,Physics,Physics
375,৫০০ কেজি ভরের একটি বস্তু ২০ মি./সে. বেগে চলছে। বস্তুটিতে ০.৫ মি./সে.^২ মন্দন সৃষ্টি করলে ১০ সেকেন্ড পরে এর গতিশক্তি কত জুল হবে?,৫৬২৫০,Physics,Physics
376,"৬০ কেজি ভরের একজন দৌড়বিদের গতিশক্তি ১৯২০ জুল হলে, তার বেগ কত?",৮,Physics,Physics
377,৫ মি./সে. বেগে গতিশীল ১০ কেজি ভরের একটি বস্তুর উপর গতিরদিকে আরও ২০ জুল শক্তি প্রদান করা হল। বস্তুটির বেগ কত মি/সে হবে?,৫.৩৮,Physics,Physics
378,২ কেজি ভরের কোন বস্তুর বেগ ৩ মি./সে. থেকে ৫ মি./সে. করা হলে এর গতিশক্তি কত জুল বৃদ্ধি পাবে?,২৭,Physics,Physics
379,"একটি বস্তুর বেগ কত হলে, তাদের ভরবেগ ও গতিশক্তির মান সমান হবে?",২,Physics,Physics
380,নির্দিষ্ট ভরের বস্তুর গতিশক্তি ৪ গুন করলে এর বেগ কতগুণ হবে?,২,Physics,Physics
381,একটি মোটর ২ কেজি ভরের বস্তু ৫ মিটার উচ্চতায় উত্তোলন করতে মোট ১০৭ জুল শক্তি খরচ করে। মোটরটিতে মোট কত জুল শক্তি অপচয় হয়?,৯,Physics,Physics
382,১ কিলোওয়াট মোটর ব্যবহার করে ১৫ সেকেন্ডে ১০০ কেজি ভরের বস্তুকে ১০ মিটার উপরে তোলা হলে শক্তির অপচয় কত জুল?,৫২০০,Physics,Physics
383,৭০ কেজি ভরের একজন লোক ৫ মিনিটে ১০০ মিটার উঁচু পাহাড়ে আরোহণ করলে তার ক্ষমতা কত ওয়াট? অভিকর্ষজ ত্বরণ ৯.৮ মি./সে.^২।,২২৮.৬৬,Physics,Physics
384,৪০ কেজি ভরের একটি বালক ১২ সেকেন্ডে ৬ মিটার উঁচু সিঁড়ি অতিক্রম করলে তার ক্ষমতা কত ওয়াট? অভিকর্ষজ ত্বরণ ৯.৮ মি./সে.^২।,১৯৬,Physics,Physics
385,৫০ কেজি ভরের কোন লোক ২৫ সে.মি. ২০ টি সিঁড়ি উঠতে কত জুল কাজ করবেন?,২৪৫০,Physics,Physics
386,একটি যন্ত্র ২০০ কেজি ভরের বস্তুকে মাটি থেকে ১৫০ মিটার উচ্চতায় ৫০ সেকেন্ড সময়ে তুলতে পারে। যন্ত্রটির ক্ষমতা কত কিলোওয়াট? ,৬,Physics,Physics
387,প্রত্যেকটি ধাপে ১০% শক্তি অপচয় হলে দুই ধাপে কর্মদক্ষতা শতকরা কত??,৮১,Physics,Physics
388,৫০০ ওয়াট ক্ষমতার একটি মোটর দ্বারা ১০ সেকেন্ডে একটি ১৫০ কেজি ভরের বস্তুকে ২০ মিটার উচ্চতায় তোলা হল। শক্তির অপচয় কত জুল?,২০৬০,Physics,Physics
389,৭০০ জুল তড়িৎ শক্তি ব্যবহার করে একটি বৈদ্যুতিক মোটর দ্বারা ৪০ নিউটন ওজনের একটি বস্তুকে ১০ মিটার উচ্চতায় উঠানো হল। মোটরটির কর্মদক্ষতা শতকরা কত?,৫৭.১৪,Physics,Physics
390,কোন বস্তুর গতিশক্তি ৯ গুণ করতে দূরত্ব কত গুণ করতে হবে?,৯,Physics,Physics
391,কোন বস্তুর গতিশক্তি ১৬ গুণ করতে বেগ কত গুণ করতে হবে?,৪,Physics,Physics
392,কোন যন্ত্র দ্বারা ৫ কেজি ভরের একটি বস্তুকে ২ মিনিটে ১৫ মিটার উচ্চতায় উঠানো হল। যন্ত্রের কার্যকর ক্ষমতা কত ওয়াট?,৬.১২,Physics,Physics
393,ঘর্ষণবিহীন কোন মেঝেতে ১ মি./সে. বেগে গতিশীল ১ কেজি ভরের খেলনা গাড়ির গতির দিকে তুমি ১ নিউটন বলে ধাক্কা দিলে। ধাক্কা দেওয়ার ১০ সেকেন্ড পর গাড়িটির অতিক্রান্ত দূরত্ব কত মিটার?,৬০,Physics,Physics
394,ঘর্ষণবিহীন কোন মেঝেতে ১ মি./সে. বেগে গতিশীল ১ কেজি ভরের খেলনা গাড়ির গতির দিকে তুমি ১ নিউটন বলে ধাক্কা দিলে। ধাক্কা দেওয়ার ৫ সেকেন্ড পর গাড়িটির গতিশক্তি কত জুল?,১৮,Physics,Physics
395,ঘর্ষণবিহীন কোন মেঝেতে ১ মি./সে. বেগে গতিশীল ১ কেজি ভরের খেলনা গাড়ির গতির দিকে তুমি ১ নিউটন বলে ধাক্কা দিলে। ধাক্কা দেওয়ার ৫ সেকেন্ড পর গাড়িটির শক্তির পরিবর্তন কত জুল?,১৭.৫,Physics,Physics
396,৬০ মিটার উচ্চতা থেকে পড়ন্ত ২ কেজি ভরের একটি বস্তু ভূমি থেকে ১০ মিটার উচ্চতায় এর গতিশক্তি বিভবশক্তির কত গুণ হবে?,৫,Physics,Physics
397,১০ কেজি ভরের একটি স্থির বস্তুর উপর ১০ সেকেন্ড যাবত ২২ নিউটন বল প্রয়োগ করা হল। বস্তুটি যে তলে চলছিলো তার ঘর্ষণ বলের মান ২ নিউটন। ১০ সেকেন্ড পরে বস্তুর বেগ কত মি./সে.?,২০,Physics,Physics
398,৪০ কেজি ভরের এক বালক সিঁড়ি দিয়ে ১৫ সেকেন্ড এ ছাদে উঠে। সিঁড়িতে ধাপের সংখ্যা ২০ টি ও প্রতিটি ধাপের উচ্চতা ১৬ সে.মি.। বালকটি কত জুল কাজ করেছিল?,১২৫৪.৪,Physics,Physics
399,৪০ কেজি ভরের এক বালক সিঁড়ি দিয়ে ১৫ সেকেন্ড এ ছাদে উঠে। সিঁড়িতে ধাপের সংখ্যা ২০ টি ও প্রতিটি ধাপের উচ্চতা ১৬ সে.মি.। বালকটির ক্ষমতা কত ওয়াট?,৮৩.৬২,Physics,Physics
400,১০ গ্রাম ভরের একটি বস্তুকে ভূমি থেকে ৬০ মিটার উচ্চতা হতে ফেলে দেওয়া হল। ভূমি থেকে কত উচ্চতায় বস্তুটির বিভবশক্তি এর গতিশক্তির পাঁচগুণ হবে?,৫০,Physics,Physics
401,১০ গ্রাম ভরের একটি বস্তুকে ভূমি থেকে ৬০ মিটার উচ্চতা হতে ফেলে দেওয়া হল। ৩ সেকেন্ড পর বস্তুটির ভরবেগ কত কেজি-মি./সে. হবে?,০.২৯,Physics,Physics
402,একক ভরের একটি বস্তুকে ১০ মি./সে. বেগে উপরের দিকে ছুড়ে দেয়া হল। বস্তুটি সর্বোচ্চ কত মিটার উপরে উঠবে?,৫.১০,Physics,Physics
403,একক ভরের একটি বস্তুকে ১০ মি./সে. বেগে উপরের দিকে ছুড়ে দেয়া হল। ভূমি থেকে কত মিটার উচ্চতায় বস্তুটির গতিশক্তি ও বিভবশক্তি সমান হবে?,২.৫৫,Physics,Physics
404,৫০ গ্রাম ভরের একটি বস্তুকে ভূমি থেকে ৬০ মিটার উঁচু একটি টাওয়ারে রাখা হল। টাওয়ারের উপরে বস্তুটির বিভবশক্তি কত জুল?,২৯.৪০,Physics,Physics
405,৫০ গ্রাম ভরের একটি বস্তুকে ভূমি থেকে ৬০ মিটার উঁচু একটি টাওয়ারে রাখা হল। টাওয়ারের উপরে থেকে বস্তুটি অভিকর্ষজ বলের প্রভাবে পড়তে থাকলে ভূমি থেকে কত উচ্চতায় বস্তুর গতিশক্তি বিভবশক্তির ৩ গুণ হবে?,১৫,Physics,Physics
406,০.২০ মিটার উচ্চতার একটি পাত্রকে পানি দ্বারা পূর্ণ করা হল। পাত্রের নিম্নতলে কত প্যাসকেল চাপ অনুভূত হবে?,১৯৬০,Physics,Physics
407,কোন সিলিন্ডারের উপর প্রযুক্ত চাপ ২.৪৫ x ১০^৪ প্যাসকেল এবং সিলিন্ডারটির উপর প্রযুক্ত বল ৪৯০ নিউটন তাহলে সিলিন্ডারটির ক্ষেত্রফল কত বর্গ সে.মি.?,২০০,Physics,Physics
408,"জুতা পায়ে কোন মহিলার ভর ৪০ কেজি, তার জুতার তলার ক্ষেত্রফল ২০০ বর্গ সে.মি. এবং শরীরের ক্ষেত্রফল ১.৫ বর্গমিটার হলে মহিলাটি শুয়ে থাকলে চাপ কত প্যাসকেল হবে?",২৬১.৩৩,Physics,Physics
409,"জুতা পায়ে কোন মহিলার ভর ৪০ কেজি, তার জুতার তলার ক্ষেত্রফল ২০০ বর্গ সে.মি. এবং শরীরের ক্ষেত্রফল ১.৫ বর্গমিটার হলে মহিলাটি দুই পায়ে দাড়িয়ে থাকলে চাপ কত প্যাসকেল হবে?",৯৮০০,Physics,Physics
410,"জুতা পায়ে কোন মহিলার ভর ৪০ কেজি, তার জুতার তলার ক্ষেত্রফল ২০০ বর্গ সে.মি. এবং শরীরের ক্ষেত্রফল ১.৫ বর্গমিটার হলে মহিলাটি এক পায়ে দাড়িয়ে থাকলে চাপ কত প্যাসকেল হবে?",১৯৬০০,Physics,Physics
411,০.৭০ ঘনমিটার আয়তনের একটি বস্তুর ভর ১৪ কেজি হলে এর ঘনত্ব কত গ্রাম/সি.সি.?,০.০২,Physics,Physics
412,"একটি চোঙের ভূমির ক্ষেত্রফল ০.৩০ বর্গমিটার এবং উচ্চতা ০.২০ মিটার। ঐ চোঙটি পূর্ণ করতে ৭৫.৬ কেজি গ্লিসারিন প্রয়োজন হলে, গ্লিসারিন এর ঘনত্ব কত গ্রাম/সি.সি.?",১.২৬,Physics,Physics
413,কোন বস্তুর ঘনত্ব ১০০০ কেজি/ঘনমিটার এবং ভর ২০০ কেজি হলে আয়তন কত ঘনমিটার?,০.২০,Physics,Physics
414,৫ ঘনমিটার পানির ভর কত?,৫০০০,Physics,Physics
415,কোন পুকুরের পানির গভীরতা ১ মিটার। উহার তলদেশে কত প্যাসকেল চাপ প্রযুক্ত হবে?,৯৮০০,Physics,Physics
416,"পানিভর্তি একটি পুকুরের দৈর্ঘ্য ২৫ মিটার, প্রস্থ ২০ মিটার এবং গভীরতা ৪ মিটার। পুকুরটির তলদেশে চাপ কত প্যাসকেল?",৩৯২০০,Physics,Physics
417,কোন স্থানের বাায়ুমণ্ডলীয় চাপ ৯৩২৯৬ প্যাসকেল। কেরোসিনের ঘনত্ব ৮০০ কেজি/ ঘনমিটার এবং বেনজিনের ঘনত্ব ৯৮০ কেজি/ ঘনমিটার। পানির স্তম্ভের উচ্চতা কত মিটার?,৯.৫২,Physics,Physics
418,কোন স্থানের বাায়ুমণ্ডলীয় চাপ ৯৩২৯৬ প্যাসকেল। কেরোসিনের ঘনত্ব ৮০০ কেজি/ ঘনমিটার এবং বেনজিনের ঘনত্ব ৯৮০ কেজি/ ঘনমিটার। পারদ স্তম্ভের উচ্চতা কত মিটার?,০.৭০,Physics,Physics
419,একটি মাপ চোঙে ৪০০ ঘন সে.মি. পানি আছে। একটি বস্তু নিমজ্জিত করায় পানির আয়তন ৫০০ ঘন সে.মি. হল। প্লবতার মান কত?,০.৯৮,Physics,Physics
420,কর্কের ঘনত্ব ০.২৫ x ১০^৩ কেজি/ঘনমিটার হলে পানিতে ভাসিয়ে দিলে কর্কের শতকরা কত শতাংশ পানির নিচে থাকবে?,২৫,Physics,Physics
421,"এক টুকরো কাঠ পানিতে ভাসিয়ে দিলে তার শতকরা কত শতাংশ ডুবে থাকবে? ( কাঠের ঘনত্ব ০.৪০ x ১০^৩ কেজি/ঘনমিটার, পানির ঘনত্ব ১ x ১০^৩ কেজি/ঘনমিটার )",৪০,Physics,Physics
422, বল বৃদ্ধিকরণ নীতির উপর ভিত্তি করে প্রতিষ্ঠিত কোন হাইড্রোলিক প্রেসের ছোট পিস্টন অপেক্ষা বড় পিস্টনের ব্যাস ৮ গুণ করা হয় তবে বড় পিস্টনে কত গুণ বল অনুভূত হবে?,৬৪,Physics,Physics
423,"একটি নল দ্বারা সংযুক্ত দুটি সিলিন্ডারে পিস্টন নিচ্ছিদ্রভাবে লাগানো আছে, ছোট পিস্টনের চেয়ে বড় পিস্টনের প্রস্থচ্ছেদের ক্ষেত্রফল যদি ১০ গুণ বড় হয় তাহলে ছোট পিস্টনে ২ নিউটন বল প্রয়োগ করলে বড় পিস্টনে কি পরিমাণ ঊর্ধ্বমুখী বল অনুভূত হবে?  ",২০,Physics,Physics
424,কোন বদ্ধ তরলে বড় পিস্টনের প্রস্থচ্ছেদের ক্ষেত্রফল ছোট পিস্টনের ১০ গুণ। ছোট পিস্টনে ২০০০ প্যাসকেল চাপ প্রয়োগ করলে বড় পিস্টনে কত চাপ অনুভূত হবে?  ,২০০০,Physics,Physics
425,একটি হাইড্রোলিক প্রেসের ছোট ও বড় পিস্টনের ক্ষেত্রফল যথাক্রমে ১০ বর্গ সে.মি. ও ৩৫০ বর্গ সে.মি.। ছোট পিস্টনে ১০০ নিউটন বল প্রয়োগ করলে বড় পিস্টনে কত বল পাওয়া যাবে?,৩৫০০,Physics,Physics
426,একটি হাইড্রোলিক প্রেসের ছোট ও বড় পিস্টনের ক্ষেত্রফল যথাক্রমে ৫ বর্গ সে.মি. ও ২৫ বর্গ সে.মি.। ছোট পিস্টনে ১০০ নিউটন বল প্রয়োগ করলে বড় পিস্টনে কত বল পাওয়া যাবে?,৫০০,Physics,Physics
427,৬ মিটার দীর্ঘ এবং ১ বর্গ মি.মি. প্রস্থচ্ছেদের ক্ষেত্রফল বিশিষ্ট একটি খাড়া তারের প্রান্তে ২০ কেজি এর একটি ভর ঝুলিয়ে দেওয়া হল। তারের উপাদানের ইয়ং এর গুনাঙ্ক ২.৩৫ x ১০^১১ নিউটন/ মিটার^২। তারটি কত মি.মি. বৃদ্ধি পাবে?,৫,Physics,Physics
428,একটি ধাতব গোলকের উপর ৩ x ১০^৬ নিউটন/ মিটার^২ আয়তন পীড়ন প্রয়োগ করলে আয়তন বিকৃতি কত হবে? ( আয়তন গুনাঙ্ক ৪ x ১০^৬ নিউটন/ মিটার^২ ),০.৭৫,Physics,Physics
429,২০০ ঘনমিটার আয়তন বিশিষ্ট একটি গোলাকার বস্তুর অর্ধেক পানিতে ডুবে ভেসে আছে। গোলকটি দ্বারা অপসারিত পানির ওজন কত নিউটন?,০.৯৮,Physics,Physics
430,২০০ ঘনমিটার আয়তন বিশিষ্ট একটি গোলাকার বস্তুর অর্ধেক পানিতে ডুবে ভেসে আছে। গোলকটির ঘনত্ব কত কেজি/ঘনমিটার?,৫০০,Physics,Physics
431,২০০ ঘনমিটার আয়তন বিশিষ্ট একটি গোলাকার বস্তুর অর্ধেক পানিতে ডুবে ভেসে আছে। গোলকটির প্লবতা কত?,০.৯৮,Physics,Physics
432,"একটি পুকুরের দৈর্ঘ্য, প্রস্থ এবং উচ্চতা যথাক্রমে ৩০ মিটার, ২০ মিটার, ৩ মিটার। পুকুরটি অর্ধপূর্ণ থাকলে তলদেশের কোন বিন্দুতে চাপ কত প্যাসকেল?",১৪৭০০,Physics,Physics
433,"তাপমাত্রার পার্থক্য ১ ডিগ্রী সেলসিয়াস হলে, কেলভিন স্কেলে এ পার্থক্য কত হবে?",১,Physics,Physics
434,কোন একদিনের তাপমাত্রা ২৫ ডিগ্রী সেলসিয়াস থেকে ৩০ ডিগ্রী সেলসিয়াস হল। ফারেনহাইট স্কেলে তাপমাত্রা বৃদ্ধি কত হবে?,৯,Physics,Physics
435,৫ ডিগ্রী সেলসিয়াস ফারেনহাইট স্কেলে কত হবে?,৪১,Physics,Physics
436,৪০ ডিগ্রী সেলসিয়াস তাপমাত্রা কত ফারেনহাইটের সমান?,১০৪,Physics,Physics
437,৫০ ডিগ্রী ফারেনহাইট কত ডিগ্রী সেলসিয়াসের সমান?,১০,Physics,Physics
438,কোন বস্তুর তাপমাত্রা ২৭৭ কেলভিন হলে ফারেনহাইট স্কেলে এর মান কত?,৩৯.২০,Physics,Physics
439,কোন তাপমাত্রায় ফারেনহাইট স্কেলের পাঠ সেলসিয়াস স্কেলের পাঠের দ্বিগুণ?,৩২০,Physics,Physics
